section_order,section_name,item_order,object_schema,object_name,object_type,attribute_name,attribute_value,status,severity,notes
23,INDEX_PREDICATES,17,auth,identities_pkey,index,predicate,NONE,INFO,INFO,identities
23,INDEX_PREDICATES,18,auth,identities_provider_id_provider_unique,index,predicate,NONE,INFO,INFO,identities
23,INDEX_PREDICATES,19,auth,identities_user_id_idx,index,predicate,NONE,INFO,INFO,identities
23,INDEX_PREDICATES,20,auth,idx_auth_code,index,predicate,NONE,INFO,INFO,flow_state
23,INDEX_PREDICATES,21,auth,idx_oauth_client_states_created_at,index,predicate,NONE,INFO,INFO,oauth_client_states
23,INDEX_PREDICATES,22,auth,idx_user_id_auth_method,index,predicate,NONE,INFO,INFO,flow_state
23,INDEX_PREDICATES,23,auth,idx_users_created_at_desc,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,24,auth,idx_users_email,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,25,auth,idx_users_last_sign_in_at_desc,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,26,auth,idx_users_name,index,predicate,((raw_user_meta_data ->> 'name'::text) IS NOT NULL),INFO,INFO,users
23,INDEX_PREDICATES,27,auth,instances_pkey,index,predicate,NONE,INFO,INFO,instances
23,INDEX_PREDICATES,28,auth,mfa_amr_claims_session_id_authentication_method_pkey,index,predicate,NONE,INFO,INFO,mfa_amr_claims
23,INDEX_PREDICATES,29,auth,mfa_challenge_created_at_idx,index,predicate,NONE,INFO,INFO,mfa_challenges
23,INDEX_PREDICATES,30,auth,mfa_challenges_pkey,index,predicate,NONE,INFO,INFO,mfa_challenges
23,INDEX_PREDICATES,31,auth,mfa_factors_last_challenged_at_key,index,predicate,NONE,INFO,INFO,mfa_factors
23,INDEX_PREDICATES,32,auth,mfa_factors_pkey,index,predicate,NONE,INFO,INFO,mfa_factors
23,INDEX_PREDICATES,33,auth,mfa_factors_user_friendly_name_unique,index,predicate,(TRIM(BOTH FROM friendly_name) <> ''::text),INFO,INFO,mfa_factors
23,INDEX_PREDICATES,34,auth,mfa_factors_user_id_idx,index,predicate,NONE,INFO,INFO,mfa_factors
23,INDEX_PREDICATES,35,auth,oauth_auth_pending_exp_idx,index,predicate,(status = 'pending'::auth.oauth_authorization_status),INFO,INFO,oauth_authorizations
23,INDEX_PREDICATES,36,auth,oauth_authorizations_authorization_code_key,index,predicate,NONE,INFO,INFO,oauth_authorizations
23,INDEX_PREDICATES,37,auth,oauth_authorizations_authorization_id_key,index,predicate,NONE,INFO,INFO,oauth_authorizations
23,INDEX_PREDICATES,38,auth,oauth_authorizations_pkey,index,predicate,NONE,INFO,INFO,oauth_authorizations
23,INDEX_PREDICATES,39,auth,oauth_client_states_pkey,index,predicate,NONE,INFO,INFO,oauth_client_states
23,INDEX_PREDICATES,40,auth,oauth_clients_deleted_at_idx,index,predicate,NONE,INFO,INFO,oauth_clients
23,INDEX_PREDICATES,41,auth,oauth_clients_pkey,index,predicate,NONE,INFO,INFO,oauth_clients
23,INDEX_PREDICATES,42,auth,oauth_consents_active_client_idx,index,predicate,(revoked_at IS NULL),INFO,INFO,oauth_consents
23,INDEX_PREDICATES,43,auth,oauth_consents_active_user_client_idx,index,predicate,(revoked_at IS NULL),INFO,INFO,oauth_consents
23,INDEX_PREDICATES,44,auth,oauth_consents_pkey,index,predicate,NONE,INFO,INFO,oauth_consents
23,INDEX_PREDICATES,45,auth,oauth_consents_user_client_unique,index,predicate,NONE,INFO,INFO,oauth_consents
23,INDEX_PREDICATES,46,auth,oauth_consents_user_order_idx,index,predicate,NONE,INFO,INFO,oauth_consents
23,INDEX_PREDICATES,47,auth,one_time_tokens_pkey,index,predicate,NONE,INFO,INFO,one_time_tokens
23,INDEX_PREDICATES,48,auth,one_time_tokens_relates_to_hash_idx,index,predicate,NONE,INFO,INFO,one_time_tokens
23,INDEX_PREDICATES,49,auth,one_time_tokens_token_hash_hash_idx,index,predicate,NONE,INFO,INFO,one_time_tokens
23,INDEX_PREDICATES,50,auth,one_time_tokens_user_id_token_type_key,index,predicate,NONE,INFO,INFO,one_time_tokens
23,INDEX_PREDICATES,51,auth,reauthentication_token_idx,index,predicate,((reauthentication_token)::text !~ '^[0-9 ]*$'::text),INFO,INFO,users
23,INDEX_PREDICATES,52,auth,recovery_token_idx,index,predicate,((recovery_token)::text !~ '^[0-9 ]*$'::text),INFO,INFO,users
23,INDEX_PREDICATES,53,auth,refresh_tokens_instance_id_idx,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,54,auth,refresh_tokens_instance_id_user_id_idx,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,55,auth,refresh_tokens_parent_idx,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,56,auth,refresh_tokens_pkey,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,57,auth,refresh_tokens_session_id_revoked_idx,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,58,auth,refresh_tokens_token_unique,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,59,auth,refresh_tokens_updated_at_idx,index,predicate,NONE,INFO,INFO,refresh_tokens
23,INDEX_PREDICATES,60,auth,saml_providers_entity_id_key,index,predicate,NONE,INFO,INFO,saml_providers
23,INDEX_PREDICATES,61,auth,saml_providers_pkey,index,predicate,NONE,INFO,INFO,saml_providers
23,INDEX_PREDICATES,62,auth,saml_providers_sso_provider_id_idx,index,predicate,NONE,INFO,INFO,saml_providers
23,INDEX_PREDICATES,63,auth,saml_relay_states_created_at_idx,index,predicate,NONE,INFO,INFO,saml_relay_states
23,INDEX_PREDICATES,64,auth,saml_relay_states_for_email_idx,index,predicate,NONE,INFO,INFO,saml_relay_states
23,INDEX_PREDICATES,65,auth,saml_relay_states_pkey,index,predicate,NONE,INFO,INFO,saml_relay_states
23,INDEX_PREDICATES,66,auth,saml_relay_states_sso_provider_id_idx,index,predicate,NONE,INFO,INFO,saml_relay_states
23,INDEX_PREDICATES,67,auth,schema_migrations_pkey,index,predicate,NONE,INFO,INFO,schema_migrations
23,INDEX_PREDICATES,68,auth,sessions_not_after_idx,index,predicate,NONE,INFO,INFO,sessions
23,INDEX_PREDICATES,69,auth,sessions_oauth_client_id_idx,index,predicate,NONE,INFO,INFO,sessions
23,INDEX_PREDICATES,70,auth,sessions_pkey,index,predicate,NONE,INFO,INFO,sessions
23,INDEX_PREDICATES,71,auth,sessions_user_id_idx,index,predicate,NONE,INFO,INFO,sessions
23,INDEX_PREDICATES,72,auth,sso_domains_domain_idx,index,predicate,NONE,INFO,INFO,sso_domains
23,INDEX_PREDICATES,73,auth,sso_domains_pkey,index,predicate,NONE,INFO,INFO,sso_domains
23,INDEX_PREDICATES,74,auth,sso_domains_sso_provider_id_idx,index,predicate,NONE,INFO,INFO,sso_domains
23,INDEX_PREDICATES,75,auth,sso_providers_pkey,index,predicate,NONE,INFO,INFO,sso_providers
23,INDEX_PREDICATES,76,auth,sso_providers_resource_id_idx,index,predicate,NONE,INFO,INFO,sso_providers
23,INDEX_PREDICATES,77,auth,sso_providers_resource_id_pattern_idx,index,predicate,NONE,INFO,INFO,sso_providers
23,INDEX_PREDICATES,78,auth,unique_phone_factor_per_user,index,predicate,NONE,INFO,INFO,mfa_factors
23,INDEX_PREDICATES,79,auth,user_id_created_at_idx,index,predicate,NONE,INFO,INFO,sessions
23,INDEX_PREDICATES,80,auth,users_email_partial_key,index,predicate,(is_sso_user = false),INFO,INFO,users
23,INDEX_PREDICATES,81,auth,users_instance_id_email_idx,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,82,auth,users_instance_id_idx,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,83,auth,users_is_anonymous_idx,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,84,auth,users_phone_key,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,85,auth,users_pkey,index,predicate,NONE,INFO,INFO,users
23,INDEX_PREDICATES,86,auth,webauthn_challenges_expires_at_idx,index,predicate,NONE,INFO,INFO,webauthn_challenges
23,INDEX_PREDICATES,87,auth,webauthn_challenges_pkey,index,predicate,NONE,INFO,INFO,webauthn_challenges
23,INDEX_PREDICATES,88,auth,webauthn_challenges_user_id_idx,index,predicate,NONE,INFO,INFO,webauthn_challenges
23,INDEX_PREDICATES,89,auth,webauthn_credentials_credential_id_key,index,predicate,NONE,INFO,INFO,webauthn_credentials
23,INDEX_PREDICATES,90,auth,webauthn_credentials_pkey,index,predicate,NONE,INFO,INFO,webauthn_credentials
23,INDEX_PREDICATES,91,auth,webauthn_credentials_user_id_idx,index,predicate,NONE,INFO,INFO,webauthn_credentials
23,INDEX_PREDICATES,92,pg_toast,pg_toast_1213_index,index,predicate,NONE,INFO,INFO,pg_toast_1213
23,INDEX_PREDICATES,93,pg_toast,pg_toast_1247_index,index,predicate,NONE,INFO,INFO,pg_toast_1247
23,INDEX_PREDICATES,94,pg_toast,pg_toast_1255_index,index,predicate,NONE,INFO,INFO,pg_toast_1255
23,INDEX_PREDICATES,95,pg_toast,pg_toast_1260_index,index,predicate,NONE,INFO,INFO,pg_toast_1260
23,INDEX_PREDICATES,96,pg_toast,pg_toast_1262_index,index,predicate,NONE,INFO,INFO,pg_toast_1262
23,INDEX_PREDICATES,97,pg_toast,pg_toast_13448_index,index,predicate,NONE,INFO,INFO,pg_toast_13448
23,INDEX_PREDICATES,98,pg_toast,pg_toast_13453_index,index,predicate,NONE,INFO,INFO,pg_toast_13453
23,INDEX_PREDICATES,99,pg_toast,pg_toast_13458_index,index,predicate,NONE,INFO,INFO,pg_toast_13458
23,INDEX_PREDICATES,100,pg_toast,pg_toast_13463_index,index,predicate,NONE,INFO,INFO,pg_toast_13463
23,INDEX_PREDICATES,101,pg_toast,pg_toast_1417_index,index,predicate,NONE,INFO,INFO,pg_toast_1417
23,INDEX_PREDICATES,102,pg_toast,pg_toast_1418_index,index,predicate,NONE,INFO,INFO,pg_toast_1418
23,INDEX_PREDICATES,103,pg_toast,pg_toast_16499_index,index,predicate,NONE,INFO,INFO,pg_toast_16499
23,INDEX_PREDICATES,104,pg_toast,pg_toast_16511_index,index,predicate,NONE,INFO,INFO,pg_toast_16511
23,INDEX_PREDICATES,105,pg_toast,pg_toast_16522_index,index,predicate,NONE,INFO,INFO,pg_toast_16522
23,INDEX_PREDICATES,106,pg_toast,pg_toast_16529_index,index,predicate,NONE,INFO,INFO,pg_toast_16529
23,INDEX_PREDICATES,107,pg_toast,pg_toast_16612_index,index,predicate,NONE,INFO,INFO,pg_toast_16612
23,INDEX_PREDICATES,108,pg_toast,pg_toast_16686_index,index,predicate,NONE,INFO,INFO,pg_toast_16686
23,INDEX_PREDICATES,109,pg_toast,pg_toast_16716_index,index,predicate,NONE,INFO,INFO,pg_toast_16716
23,INDEX_PREDICATES,110,pg_toast,pg_toast_16751_index,index,predicate,NONE,INFO,INFO,pg_toast_16751
23,INDEX_PREDICATES,111,pg_toast,pg_toast_16764_index,index,predicate,NONE,INFO,INFO,pg_toast_16764
23,INDEX_PREDICATES,112,pg_toast,pg_toast_16776_index,index,predicate,NONE,INFO,INFO,pg_toast_16776
23,INDEX_PREDICATES,113,pg_toast,pg_toast_16794_index,index,predicate,NONE,INFO,INFO,pg_toast_16794
23,INDEX_PREDICATES,114,pg_toast,pg_toast_16803_index,index,predicate,NONE,INFO,INFO,pg_toast_16803
23,INDEX_PREDICATES,115,pg_toast,pg_toast_16818_index,index,predicate,NONE,INFO,INFO,pg_toast_16818
23,INDEX_PREDICATES,116,pg_toast,pg_toast_16836_index,index,predicate,NONE,INFO,INFO,pg_toast_16836
23,INDEX_PREDICATES,117,pg_toast,pg_toast_16889_index,index,predicate,NONE,INFO,INFO,pg_toast_16889
23,INDEX_PREDICATES,118,pg_toast,pg_toast_16939_index,index,predicate,NONE,INFO,INFO,pg_toast_16939
23,INDEX_PREDICATES,119,pg_toast,pg_toast_16971_index,index,predicate,NONE,INFO,INFO,pg_toast_16971
23,INDEX_PREDICATES,120,pg_toast,pg_toast_17001_index,index,predicate,NONE,INFO,INFO,pg_toast_17001
23,INDEX_PREDICATES,121,pg_toast,pg_toast_17034_index,index,predicate,NONE,INFO,INFO,pg_toast_17034
23,INDEX_PREDICATES,122,pg_toast,pg_toast_17074_index,index,predicate,NONE,INFO,INFO,pg_toast_17074
23,INDEX_PREDICATES,123,pg_toast,pg_toast_17084_index,index,predicate,NONE,INFO,INFO,pg_toast_17084
23,INDEX_PREDICATES,124,pg_toast,pg_toast_17126_index,index,predicate,NONE,INFO,INFO,pg_toast_17126
23,INDEX_PREDICATES,125,pg_toast,pg_toast_17149_index,index,predicate,NONE,INFO,INFO,pg_toast_17149
23,INDEX_PREDICATES,126,pg_toast,pg_toast_17193_index,index,predicate,NONE,INFO,INFO,pg_toast_17193
23,INDEX_PREDICATES,127,pg_toast,pg_toast_17271_index,index,predicate,NONE,INFO,INFO,pg_toast_17271
23,INDEX_PREDICATES,128,pg_toast,pg_toast_17281_index,index,predicate,NONE,INFO,INFO,pg_toast_17281
23,INDEX_PREDICATES,129,pg_toast,pg_toast_17330_index,index,predicate,NONE,INFO,INFO,pg_toast_17330
23,INDEX_PREDICATES,130,pg_toast,pg_toast_17344_index,index,predicate,NONE,INFO,INFO,pg_toast_17344
23,INDEX_PREDICATES,131,pg_toast,pg_toast_17390_index,index,predicate,NONE,INFO,INFO,pg_toast_17390
23,INDEX_PREDICATES,132,pg_toast,pg_toast_17403_index,index,predicate,NONE,INFO,INFO,pg_toast_17403
23,INDEX_PREDICATES,133,pg_toast,pg_toast_17413_index,index,predicate,NONE,INFO,INFO,pg_toast_17413
23,INDEX_PREDICATES,134,pg_toast,pg_toast_17640_index,index,predicate,NONE,INFO,INFO,pg_toast_17640
23,INDEX_PREDICATES,135,pg_toast,pg_toast_17649_index,index,predicate,NONE,INFO,INFO,pg_toast_17649
23,INDEX_PREDICATES,136,pg_toast,pg_toast_17662_index,index,predicate,NONE,INFO,INFO,pg_toast_17662
23,INDEX_PREDICATES,137,pg_toast,pg_toast_17670_index,index,predicate,NONE,INFO,INFO,pg_toast_17670
23,INDEX_PREDICATES,138,pg_toast,pg_toast_17679_index,index,predicate,NONE,INFO,INFO,pg_toast_17679
23,INDEX_PREDICATES,139,pg_toast,pg_toast_17689_index,index,predicate,NONE,INFO,INFO,pg_toast_17689
23,INDEX_PREDICATES,140,pg_toast,pg_toast_17698_index,index,predicate,NONE,INFO,INFO,pg_toast_17698
23,INDEX_PREDICATES,141,pg_toast,pg_toast_17708_index,index,predicate,NONE,INFO,INFO,pg_toast_17708
23,INDEX_PREDICATES,142,pg_toast,pg_toast_17722_index,index,predicate,NONE,INFO,INFO,pg_toast_17722
23,INDEX_PREDICATES,143,pg_toast,pg_toast_17732_index,index,predicate,NONE,INFO,INFO,pg_toast_17732
23,INDEX_PREDICATES,144,pg_toast,pg_toast_17740_index,index,predicate,NONE,INFO,INFO,pg_toast_17740
23,INDEX_PREDICATES,145,pg_toast,pg_toast_17751_index,index,predicate,NONE,INFO,INFO,pg_toast_17751
23,INDEX_PREDICATES,146,pg_toast,pg_toast_17759_index,index,predicate,NONE,INFO,INFO,pg_toast_17759
23,INDEX_PREDICATES,147,pg_toast,pg_toast_17771_index,index,predicate,NONE,INFO,INFO,pg_toast_17771
23,INDEX_PREDICATES,148,pg_toast,pg_toast_17791_index,index,predicate,NONE,INFO,INFO,pg_toast_17791
23,INDEX_PREDICATES,149,pg_toast,pg_toast_17804_index,index,predicate,NONE,INFO,INFO,pg_toast_17804
23,INDEX_PREDICATES,150,pg_toast,pg_toast_17816_index,index,predicate,NONE,INFO,INFO,pg_toast_17816
23,INDEX_PREDICATES,151,pg_toast,pg_toast_17834_index,index,predicate,NONE,INFO,INFO,pg_toast_17834
23,INDEX_PREDICATES,152,pg_toast,pg_toast_17851_index,index,predicate,NONE,INFO,INFO,pg_toast_17851
23,INDEX_PREDICATES,153,pg_toast,pg_toast_17858_index,index,predicate,NONE,INFO,INFO,pg_toast_17858
23,INDEX_PREDICATES,154,pg_toast,pg_toast_17866_index,index,predicate,NONE,INFO,INFO,pg_toast_17866
23,INDEX_PREDICATES,155,pg_toast,pg_toast_17889_index,index,predicate,NONE,INFO,INFO,pg_toast_17889
23,INDEX_PREDICATES,156,pg_toast,pg_toast_17896_index,index,predicate,NONE,INFO,INFO,pg_toast_17896
23,INDEX_PREDICATES,157,pg_toast,pg_toast_18407_index,index,predicate,NONE,INFO,INFO,pg_toast_18407
23,INDEX_PREDICATES,158,pg_toast,pg_toast_18424_index,index,predicate,NONE,INFO,INFO,pg_toast_18424
23,INDEX_PREDICATES,159,pg_toast,pg_toast_18465_index,index,predicate,NONE,INFO,INFO,pg_toast_18465
23,INDEX_PREDICATES,160,pg_toast,pg_toast_18487_index,index,predicate,NONE,INFO,INFO,pg_toast_18487
23,INDEX_PREDICATES,161,pg_toast,pg_toast_18561_index,index,predicate,NONE,INFO,INFO,pg_toast_18561
23,INDEX_PREDICATES,162,pg_toast,pg_toast_18640_index,index,predicate,NONE,INFO,INFO,pg_toast_18640
23,INDEX_PREDICATES,163,pg_toast,pg_toast_2328_index,index,predicate,NONE,INFO,INFO,pg_toast_2328
23,INDEX_PREDICATES,164,pg_toast,pg_toast_2396_index,index,predicate,NONE,INFO,INFO,pg_toast_2396
23,INDEX_PREDICATES,165,pg_toast,pg_toast_2600_index,index,predicate,NONE,INFO,INFO,pg_toast_2600
23,INDEX_PREDICATES,166,pg_toast,pg_toast_2604_index,index,predicate,NONE,INFO,INFO,pg_toast_2604
23,INDEX_PREDICATES,167,pg_toast,pg_toast_2606_index,index,predicate,NONE,INFO,INFO,pg_toast_2606
23,INDEX_PREDICATES,168,pg_toast,pg_toast_2609_index,index,predicate,NONE,INFO,INFO,pg_toast_2609
23,INDEX_PREDICATES,169,pg_toast,pg_toast_2612_index,index,predicate,NONE,INFO,INFO,pg_toast_2612
23,INDEX_PREDICATES,170,pg_toast,pg_toast_2615_index,index,predicate,NONE,INFO,INFO,pg_toast_2615
23,INDEX_PREDICATES,171,pg_toast,pg_toast_2618_index,index,predicate,NONE,INFO,INFO,pg_toast_2618
23,INDEX_PREDICATES,172,pg_toast,pg_toast_2619_index,index,predicate,NONE,INFO,INFO,pg_toast_2619
23,INDEX_PREDICATES,173,pg_toast,pg_toast_2620_index,index,predicate,NONE,INFO,INFO,pg_toast_2620
23,INDEX_PREDICATES,174,pg_toast,pg_toast_2964_index,index,predicate,NONE,INFO,INFO,pg_toast_2964
23,INDEX_PREDICATES,175,pg_toast,pg_toast_3079_index,index,predicate,NONE,INFO,INFO,pg_toast_3079
23,INDEX_PREDICATES,176,pg_toast,pg_toast_3118_index,index,predicate,NONE,INFO,INFO,pg_toast_3118
23,INDEX_PREDICATES,177,pg_toast,pg_toast_3256_index,index,predicate,NONE,INFO,INFO,pg_toast_3256
23,INDEX_PREDICATES,178,pg_toast,pg_toast_3350_index,index,predicate,NONE,INFO,INFO,pg_toast_3350
23,INDEX_PREDICATES,179,pg_toast,pg_toast_3381_index,index,predicate,NONE,INFO,INFO,pg_toast_3381
23,INDEX_PREDICATES,180,pg_toast,pg_toast_3394_index,index,predicate,NONE,INFO,INFO,pg_toast_3394
23,INDEX_PREDICATES,181,pg_toast,pg_toast_3429_index,index,predicate,NONE,INFO,INFO,pg_toast_3429
23,INDEX_PREDICATES,182,pg_toast,pg_toast_3456_index,index,predicate,NONE,INFO,INFO,pg_toast_3456
23,INDEX_PREDICATES,183,pg_toast,pg_toast_3466_index,index,predicate,NONE,INFO,INFO,pg_toast_3466
23,INDEX_PREDICATES,184,pg_toast,pg_toast_3592_index,index,predicate,NONE,INFO,INFO,pg_toast_3592
23,INDEX_PREDICATES,185,pg_toast,pg_toast_3596_index,index,predicate,NONE,INFO,INFO,pg_toast_3596
23,INDEX_PREDICATES,186,pg_toast,pg_toast_3600_index,index,predicate,NONE,INFO,INFO,pg_toast_3600
23,INDEX_PREDICATES,187,pg_toast,pg_toast_6000_index,index,predicate,NONE,INFO,INFO,pg_toast_6000
23,INDEX_PREDICATES,188,pg_toast,pg_toast_6100_index,index,predicate,NONE,INFO,INFO,pg_toast_6100
23,INDEX_PREDICATES,189,pg_toast,pg_toast_6106_index,index,predicate,NONE,INFO,INFO,pg_toast_6106
23,INDEX_PREDICATES,190,pg_toast,pg_toast_6243_index,index,predicate,NONE,INFO,INFO,pg_toast_6243
23,INDEX_PREDICATES,191,pg_toast,pg_toast_826_index,index,predicate,NONE,INFO,INFO,pg_toast_826
23,INDEX_PREDICATES,192,public,announcement_manual_customers_announcement_id_customer_id_key,index,predicate,NONE,INFO,INFO,announcement_manual_customers
23,INDEX_PREDICATES,193,public,announcement_manual_customers_pkey,index,predicate,NONE,INFO,INFO,announcement_manual_customers
23,INDEX_PREDICATES,194,public,announcement_recipients_announcement_id_customer_id_key,index,predicate,NONE,INFO,INFO,announcement_recipients
23,INDEX_PREDICATES,195,public,announcement_recipients_pkey,index,predicate,NONE,INFO,INFO,announcement_recipients
23,INDEX_PREDICATES,196,public,announcements_pkey,index,predicate,NONE,INFO,INFO,announcements
23,INDEX_PREDICATES,197,public,audit_logs_pkey,index,predicate,NONE,INFO,INFO,audit_logs
23,INDEX_PREDICATES,198,public,branch_catalog_items_branch_id_catalog_item_id_key,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,199,public,branch_catalog_items_pkey,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,200,public,branch_whatsapp_configs_branch_id_key,index,predicate,NONE,INFO,INFO,branch_whatsapp_configs
23,INDEX_PREDICATES,201,public,branch_whatsapp_configs_pkey,index,predicate,NONE,INFO,INFO,branch_whatsapp_configs
23,INDEX_PREDICATES,202,public,branches_pkey,index,predicate,NONE,INFO,INFO,branches
23,INDEX_PREDICATES,203,public,branches_tenant_code_unique,index,predicate,NONE,INFO,INFO,branches
23,INDEX_PREDICATES,204,public,catalog_categories_name_key,index,predicate,NONE,INFO,INFO,catalog_categories
23,INDEX_PREDICATES,205,public,catalog_categories_pkey,index,predicate,NONE,INFO,INFO,catalog_categories
23,INDEX_PREDICATES,206,public,catalog_items_code_key,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,207,public,catalog_items_pkey,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,208,public,categories_name_key,index,predicate,NONE,INFO,INFO,categories
23,INDEX_PREDICATES,209,public,categories_pkey,index,predicate,NONE,INFO,INFO,categories
23,INDEX_PREDICATES,210,public,customers_phone_key,index,predicate,NONE,INFO,INFO,customers
23,INDEX_PREDICATES,211,public,customers_pkey,index,predicate,NONE,INFO,INFO,customers
23,INDEX_PREDICATES,212,public,discounts_branch_id_idx,index,predicate,NONE,INFO,INFO,discounts
23,INDEX_PREDICATES,213,public,discounts_deleted_at_idx,index,predicate,NONE,INFO,INFO,discounts
23,INDEX_PREDICATES,214,public,discounts_is_active_idx,index,predicate,NONE,INFO,INFO,discounts
23,INDEX_PREDICATES,215,public,discounts_pkey,index,predicate,NONE,INFO,INFO,discounts
23,INDEX_PREDICATES,216,public,idx_announcement_manual_customers_announcement,index,predicate,NONE,INFO,INFO,announcement_manual_customers
23,INDEX_PREDICATES,217,public,idx_announcement_manual_customers_tenant,index,predicate,NONE,INFO,INFO,announcement_manual_customers
23,INDEX_PREDICATES,218,public,idx_announcement_recipients_announcement,index,predicate,NONE,INFO,INFO,announcement_recipients
23,INDEX_PREDICATES,219,public,idx_announcement_recipients_tenant_status,index,predicate,NONE,INFO,INFO,announcement_recipients
23,INDEX_PREDICATES,220,public,idx_announcements_tenant_branch,index,predicate,NONE,INFO,INFO,announcements
23,INDEX_PREDICATES,221,public,idx_announcements_tenant_created,index,predicate,NONE,INFO,INFO,announcements
23,INDEX_PREDICATES,222,public,idx_audit_logs_actor_created,index,predicate,NONE,INFO,INFO,audit_logs
23,INDEX_PREDICATES,223,public,idx_audit_logs_entity,index,predicate,NONE,INFO,INFO,audit_logs
23,INDEX_PREDICATES,224,public,idx_audit_logs_tenant_created,index,predicate,NONE,INFO,INFO,audit_logs
23,INDEX_PREDICATES,225,public,idx_branch_catalog_items_branch,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,226,public,idx_branch_catalog_items_branch_active_order,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,227,public,idx_branch_catalog_items_branch_id,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,228,public,idx_branch_catalog_items_catalog_item_id,index,predicate,NONE,INFO,INFO,branch_catalog_items
23,INDEX_PREDICATES,229,public,idx_branches_tenant_deleted_at,index,predicate,NONE,INFO,INFO,branches
23,INDEX_PREDICATES,230,public,idx_branches_tenant_order_number_prefix,index,predicate,(order_number_prefix IS NOT NULL),INFO,INFO,branches
23,INDEX_PREDICATES,231,public,idx_catalog_items_category,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,232,public,idx_catalog_items_code,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,233,public,idx_catalog_items_is_active,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,234,public,idx_catalog_items_item_type,index,predicate,NONE,INFO,INFO,catalog_items
23,INDEX_PREDICATES,235,public,idx_customers_branch_id,index,predicate,NONE,INFO,INFO,customers
23,INDEX_PREDICATES,236,public,idx_invoice_items_item_id,index,predicate,NONE,INFO,INFO,invoice_items
23,INDEX_PREDICATES,237,public,idx_invoices_branch_id,index,predicate,NONE,INFO,INFO,invoices
23,INDEX_PREDICATES,238,public,idx_invoices_tenant_branch_month_invoice_number_unique,index,predicate,((tenant_id IS NOT NULL) AND (branch_id IS NOT NULL) AND (invoice_number IS NOT NULL)),INFO,INFO,invoices
23,INDEX_PREDICATES,239,public,idx_orders_branch_id,index,predicate,NONE,INFO,INFO,orders
23,INDEX_PREDICATES,240,public,idx_orders_tenant_branch_month_order_number_unique,index,predicate,((tenant_id IS NOT NULL) AND (branch_id IS NOT NULL) AND (order_number IS NOT NULL)),INFO,INFO,orders
23,INDEX_PREDICATES,241,public,idx_pos_profiles_branch_id,index,predicate,NONE,INFO,INFO,pos_profiles
23,INDEX_PREDICATES,242,public,idx_pos_profiles_tenant_id,index,predicate,NONE,INFO,INFO,pos_profiles
23,INDEX_PREDICATES,243,public,idx_pos_profiles_tenant_username,index,predicate,NONE,INFO,INFO,pos_profiles
23,INDEX_PREDICATES,244,public,idx_profiles_branch_id,index,predicate,NONE,INFO,INFO,profiles
23,INDEX_PREDICATES,245,public,inventory_movements_catalog_item_idx,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,246,public,inventory_movements_pkey,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,247,public,inventory_movements_tenant_branch_created_idx,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,248,public,inventory_movements_tenant_branch_item_created_idx,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,249,public,inventory_movements_tenant_created_idx,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,250,public,inventory_movements_tenant_source_idx,index,predicate,NONE,INFO,INFO,inventory_movements
23,INDEX_PREDICATES,251,public,inventory_stock_pkey,index,predicate,NONE,INFO,INFO,inventory_stock
23,INDEX_PREDICATES,252,public,inventory_stock_tenant_branch_idx,index,predicate,NONE,INFO,INFO,inventory_stock
